author_name,gender,country,continent,city_birth,city_residence,language,year_birth,year_death,work1,work2,awards,time period,bio,list_url,list_title,list_bookname,list_copy
Alain Mabanckou,Male,DR Congo,Africa,"Pointe-Noire, DR Congo","Los Angeles, USA",French,1966,,Broken Glass,The Lights of Pointe-Noire,,20th Century; 21st Century,"Alain Mabanckou is a novelist, journalist, poet, and academic. A French citizen born in the Republic of the Congo, he is currently a Professor of Literature at UCLA.",,,,
Jerry Pinto,Male,India,Asia,"Mumbai, India","Mumbai, India",English,1966,,Em and the Big Hoom,The Education of Yuri,,20th Century; 21st Century,"Jerry Pinto is a Mumbai-based Indian-English poet, novelist, short story writer, translator, as well as journalist.",https://www.hammockmag.com/recommendations-lists/11-books-that-reveal-new-sides-of-mumbai,Books that Reveal New Sides of Mumbai,Em and the Big Hoom,"The heartbreakingly powerful tale of a family dealing with mental illness and the intricacies of everyday life, Jerry Pinto’s novel is also about Bombay - from its one bedroom Mahim setting to its recounting of the various sociocultural quirks of the city, the journey of the Mendes family is deeply linked to their environment. This is one of those rare books that can make you laugh and cry at the same time, and definitely worth a read."
Perumal Murugan,Male,India,Asia,"Tamil Nadu, India","Chennai, India",Tamil,1966,,Pyre,One Part Woman,International Booker Prize,20th Century; 21st Century,"Perumal Murugan is an Indian writer, scholar and literary chronicler who writes in Tamil. He has written twelve novels, six collections of short stories, six anthologies of poetry and many non-fiction books.",https://www.hammockmag.com/recommendations-lists/recommendations-for-dalit-history-month,Recommendations for Dalit History Month,Seasons of the Palm,"Translated from Tamil, Perumal Murugan’s Seasons of the Palm is the story of an untouchable boy in bondage to a powerful landlord. Painting a powerful picture of feudalism, casteist oppression and societal hierarchies in Tamil Nadu, it’s a work that has been compared to Premchand’s work and continues to be relevant decades after it first emerged."
Nadeem Aslam,Male,Pakistan,Asia,"Gujranwala, Pakistan","Huddersfield, UK",English,1966,,The Blind Man's Garden,Maps for Lost Lovers,Booker Prize,21st Century,"Nadeem Aslam is a British Pakistani novelist. His debut novel, Season of the Rainbirds, won the Betty Trask and the Author's Club First Novel Award.",,,,
David Diop,Male,Senegal,Africa,"Paris, France","Pau, France",French,1966,,At Night All Blood is Black,Beyond the Door of No Return,International Booker Prize; Prix Goncourt; Prix Medicis,21st Century,"David Diop is a French novelist and academic, who specializes in 18th-century French and Francophone African literature. His research, at the University of Pau, focuses on representations of Africa in 18th-century accounts.",https://www.hammockmag.com/recommendations-lists/contemporary-war-novels-a-reading-list,Contemporary War Novels,At Night All Blood Is Black,"Scathing, direct and undeniably powerful, Diop’s novel won the Prix Goncourt in France and the International Man Booker Prize in 2021 for the translation. It’s an account of one Senegalese soldier’s experience in World War I, fighting on behalf of the French, and shows his transformation from friend to monster as the war progresses. It is deeply affecting and at once commemorates and questions the role of African soldiers fighting for the French army, while showing in the most brutal manner the traumatic effects of war on one soldier.
"
Nicola Barker,Female,United Kingdom,Europe,"Cambridge, UK","London, UK",English,1966,,Darkmans,The Yips,Booker Prize; IMPAC Dublin Literary Award,20th Century; 21st Century,"Nicola Barker is an English novelist and short story writer. She typically writes about damaged or eccentric people in mundane situations, and has a fondness for bleak, isolated settings.",,,,
Sarah Waters,Female,United Kingdom,Europe,"Pembrokeshire, UK","London, UK",English,1966,,Fingersmith,Tipping the Velvet,Booker Prize,20th Century; 21st Century,Sarah Ann Waters is a Welsh novelist. She is best known for her novels set in Victorian society and featuring lesbian protagonists.,https://www.hammockmag.com/recommendations-lists/six-novels-set-in-the-world-of-theater,Six Novels in the World of Theater,Tipping the Velvet,"Sarah Waters’ debut novel is a Victorian romp through the late nineteenth century that also serves as the coming of age of Nan - a girl from Canterbury who becomes enamoured with music hall male impersonator Kitty Butler. Exploring queer history with much of the book set in the world of the music halls and performance venues of the time, this novel has become a cult classic."
Monica Ali,Female,Bangladesh,Asia,"Dhaka, Bangladesh","London, UK",English,1967,,Brick Lane,In the Kitchen,Booker Prize,21st Century,"Monica Ali is a British writer of Bangladeshi and English descent. In 2003, she was selected as one of the ""Best of Young British Novelists"" by Granta and her debut novel, Brick Lane, was shortlisted for the Man Booker Prize.",,,,
Laurent Mauvignier,Male,France,Europe,"Tours, France","Paris, France",French,1967,,The Birthday Party,The Wound,Prix Goncourt,21st Century,"Laurent Mauvignier was born in Tours in 1967. He gained a degree in Fine Art from the École des Beaux Arts in 1991, and published his first novel after years as a visual artist and designer.  He is the winner of eleven literary prizes for his work.",,,,
Marie NDiaye,Female,France,Europe,"Loiret, France","Paris, France",French,1967,,Vengeance is Mine,Three Strong Women,Prix Goncourt; International Booker Prize,20th Century; 21st Century,"Marie NDiaye is a French novelist, playwright and screenwriter. She published her first novel when she was 17. She won the Prix Goncourt in 2009.",https://www.hammockmag.com/recommendations-lists/summer-translation-selections,Summer Translation Selections,Vengeance is Mine,"The heroine of this novel is Maître Susane, a quiet middle-aged lawyer living a modest existence in Bordeaux, known to all as a consummate professional. But when Gilles Principaux shows up at her office asking her to defend his wife, who is accused of a horrific crime, Maître Susane begins to crack under the weight of memory, the past and haunting secrets that are far from predictable."
Maylis de Karangal,Female,France,Europe,"Le Havre, France","Paris, France",French,1967,,The Cook,Painting Time,Prix Medicis,20th Century; 21st Century,"Maylis de Kerangal is a French author. Her novels deeply explore people in their work lives. She has won many awards for her work, and her novels have been published in several languages.",,,,
Jenny Erpenbeck,Female,Germany,Europe,"Berlin, Germany","Portbou, Spain",German,1967,,Visitation,Kairos,International Booker Prize,20th Century; 21st Century,Jenny Erpenbeck is a German writer and opera director. She won the 2015 Independent Foreign Fiction Prize for The End of Days and the 2024 International Booker Prize for Kairos.,https://www.hammockmag.com/recommendations-lists/summer-translation-selections,Summer Translation Selections,Kairos,"Kairos is the winner of this year’s International Booker Prize from the masterful German novelist Jenny Erpenbeck. An intimate and devastating story of the path of two lovers through the ruins of a relationship, set against the backdrop of the fall of the Berlin Wall, Kairos is a coming of age story, an age-gap love story, an ode to a lost country and much more."
Anuradha Roy,Female,India,Asia,"Kolkata, India","Ranikhet, India",English,1967,,An Atlas of Impossible Longing,Sleeping on Jupiter,Booker Prize,21st Century,"Anuradha Roy is an Indian novelist, journalist and editor. She has written five novels.",,,,
Jhumpa Lahiri,Female,India,Asia,"London, UK","Rome, Italy",English; Italian,1967,,The Interpreter of Maladies,The Namesake,Booker Prize; National Book Award; Pulitzer Prize,20th Century; 21st Century,"Nilanjana Sudeshna ""Jhumpa"" Lahiri is a British-American author known for her short stories, novels, and essays in English and, more recently, in Italian.",https://www.hammockmag.com/recommendations-lists/exceptional-modern-short-story-collections,Exceptional Modern Short Story Collections,Interpreter of Maladies,"A modern classic, Jhumpa Lahiri’s collection of nine short stories won the Pulitzer and the PEN Award in 2000, and has sold millions of copies since. It is a poignant and powerful mix of stories that explores cultural identity, immigration and more in a way that has resonated for years since."
Muhsin Al-Ramli,Male,Iraq,Asia,"Sedira, Iraq","Madrid, Spain",,1967,,Scattered Crumbs,The President's Gardens,,21st Century,"Muhsin Al-Ramli is an expatriate Iraqi writer living in Madrid, Spain since 1995. He is a translator of several Spanish classics to Arabic. He produced the complete translation of Don Quixote from Spanish to Arabic.",,,,
Tommy Wieringa,Male,Netherlands,Europe,"Goor, Netherlands","Amsterdam, Netherlands",Dutch,1967,,The Blessed Rita,A Beautiful Young Wife,,21st Century,"Tommy Wieringa is a Dutch writer. He received the Ferdinand Bordewijk Prize in 2006 for his novel Joe Speedboot, and the Libris Prize in 2013 for the novel Dit zijn de namen.",,,,
Agustin Fernandez Mallo,Male,Spain,Europe,"A Coruna, Spain","Mallorca, Spain",Spanish,1967,,The Book of All Loves,The Things We've Seen,,21st Century,"Agustín Fernández Mallo is a physicist and Spanish writer. He lives in Palma de Mallorca. He is a member of the so-called Nocilla Generation. Although he works as a physicist, he also collaborates with cultural magazines.",,,,
Ia Genberg,Female,Sweden,Europe,"Stockholm, Sweden","Stockholm, Sweden",Swedish,1967,,The Details,Sweet Friday,International Booker Prize,21st Century,"Ia Gabriella Genberg is a Swedish journalist and novelist. Born in Stockholm, Sweden, she debuted as a writer in 2012 with the novel Söta fredag.",https://www.hammockmag.com/recommendations-lists/summer-translation-selections,Summer Translation Selections,The Details,"In the throes of a high fever, a woman lies bedridden and begins to have fever dreams about significant people from her past. A novel primarily built around four such portraits, unveiling the fragments of memory and experience that make up a life, The Details is a powerful celebration of humanity. Exhilarating, provocative and well worth a read."
Graeme Macrae Burnet,Male,United Kingdom,Europe,"Kilmarnock, UK","Glasgow, UK",English,1967,,His Bloody Project,The Disappearance of Adèle Bedeau,Booker Prize,21st Century,"Graeme Macrae Burnet is a Scottish writer. His first novel earned him the Scottish Book Trust New Writer Award in 2013, and his second novel was shortlisted for the 2016 Man Booker Prize.",,,,
Rachel Cusk,Female,United Kingdom,Europe,"Sasketchawan, Canada","Norwich, UK",English,1967,,Outline,Transit,Booker Prize,20th Century; 21st Century,"Rachel Cusk is a novelist who has become one of the most prominent writers of the 21st century. Her work explores new forms and experiments with genre, subjectivity and realism. She has received many awards for her writing. ",https://www.hammockmag.com/recommendations-lists/7-modern-masterpieces-about-the-art-world,Seven Masterpieces About the Art World,Second Place,"Rachel Cusk has been one of the most influential writers of the past decade, and followed up her stunning Outline trilogy with Second Place - a fable of sorts in which a woman invites a famous artist to take up residence in the country at her family home. What seems a simple premise turns into a clever exploration of male privilege, marriage, art, evil and much more, examining the ways in which art can both save and destroy."
Adam Johnson,Male,USA,North America,"South Dakota, USA","San Francisco, USA",English,1967,,The Orphan Master's Son,Fortune Smiles,Pulitzer Prize; National Book Award,21st Century,"Adam Johnson is an American novelist and short story writer. He won the Pulitzer Prize for his 2012 novel, The Orphan Master's Son, and the National Book Award for his 2015 story collection Fortune Smiles.",https://www.hammockmag.com/recommendations-lists/8-books-about-living-under-authoritarianism,Eight Books about Living Under Authoritarianism,The Orphan Master's Son,"Adam Johnson’s 2012 tale is based on his own research covering North Korea, but the real mastery of this Pulitzer winning novel is the way it powerfully depicts totalitarian terror through the tale of one escapee, with sections told via the regime’s loudspeakers and an epic scale and ambition. It is dark, playful, surreal and definitely worth a read."
